,videoId,IdUser,text,ReplyCount,likeCount,publishedAt
42,oV2Tg3CQ9gI,Ugy3_U62Va6H2rAZhUt4AaABAg,"Konten yang gua tunggu tunggu, setiap ada pertanyaan pasti ikut ikut jawab , keren si ini",0,5,2022-04-30T14:53:27Z
43,oV2Tg3CQ9gI,UgxhPdlsYytGnbyC8ed4AaABAg,"Pertanyaannya kadang aneh, pentingnya sarinah pake eskalator pertama apa. Pilihannya juga kadang sgt keliatan bedanya, kurang ngecoh",1,5,2022-04-30T14:51:09Z
44,oV2Tg3CQ9gI,Ugza9ZRTolAiW4C64mZ4AaABAg,"sepertinya, tidak ada yang pernah menyadari bahwa saat ada petunjuk jika mengumpulkan tambahan point dari kelengkapan menjawab semua provinsi di 1 pulau, kenapa pihak narasi dan peserta tidak ngeh dengan pulau Bali, Nusa tenggara dan Maluku. Kan hanya 1-2 provinsi. tapi bisa dapat tambahan point 3 di akhir game. ini malah sibuk ngejar pulau jawa yang banyak provinsinya wkwkkw. atau hanya pemikiran aku aja yaaa",4,19,2022-04-30T14:41:26Z
45,oV2Tg3CQ9gI,UgzgawUUpUSWwk_ENUJ4AaABAg,Berharap adain tim comeback tim ojol undang lagi gamau tau entah kebingungan tim kreatif atau apapun pokoknya kak Jo yang tanggung jawab ngasih soal ampas grup band Indonesia 🤣,4,83,2022-04-30T14:33:50Z
46,oV2Tg3CQ9gI,UgxUmoz2si0h88XXJa54AaABAg,"Tim pns udah bener2 ngalamin tes twk, kalo ini mah bukan tes twk tapi kuis wawasan kebangsaan lebih tepatnya. Jadi faktor luck banyak berpengaruh kalo ini. Kalo dikasih tes twk buat daftar cpns udah pasti tim pns makin jadi favorit",0,20,2022-04-30T14:21:47Z
47,oV2Tg3CQ9gI,Ugx5Isg-ybsTjVjt6yt4AaABAg,"YUKK FINAL KOMIKA VS PNS🤣 tapi siapapun yang menang, aku dukung yang menang🤣",0,4,2022-04-30T13:51:38Z
48,oV2Tg3CQ9gI,UgwDNP_6v9Qbvtl75YV4AaABAg,"😅untunglah bukan team model, kalau ga pas semi final pertandingan sama team pm udah pasti bakal kalah brutal 🤣(adapun hasil finalnya ud kelar ini mah)",0,1,2022-04-30T13:46:27Z
49,oV2Tg3CQ9gI,UgzgqaVsiHacFz5qsG54AaABAg,PNS jangan kalah,0,3,2022-04-30T13:28:18Z
50,oV2Tg3CQ9gI,Ugxb4jK8NPFbtL9aX-h4AaABAg,"Acara yang sangat menarik untuk ditonton. Tapi kalo saya boleh usul, dibabak ke 3 menurut saya dengan nilai +3 untuk satu orang itu terlalu banyak, karena dibabak tersebut menurut saya sudah bukan murni karena pengetahuan tetapi ada unsur nervous dan tekanan yang lebih besar , menurut saya setiap orang yang tersisa dinilai dengan +2 sudah lebih dari cukup, karena ini kan game bisa dipastikan ketat setiap gamenya, sehingga dengan tambah +3 atau bisa +6, bahkan +9 rasanya terlalu banyak untuk tim lain menyusul ketika sedang kalah. Jadi apa yang sudah diperjuangkan salah satu tim di babak ke 1-2 jadi sia sia karena cuma kalah karena hal seperti itu, bahkan tim ojol kalah gara gara NAMA BAND INDONESIA? Hmm, atau saran terakhir mungkin beri pertanyaan yang lebih umum tentang negara, seperti kemaren nama kementrian, itu menurut saya bagus karena emang itu pengetahuan buat semua. Kalo nama Band? Hmm agak gimana ya karena bisa aja salh satu dari mereka gasuka musik. Terimakasih, semoga bisa menjadi masukan yang baik, sukses selalu🙏🏻",18,171,2022-04-30T12:58:10Z
51,oV2Tg3CQ9gI,UgxgrGkxf9d4JDtX0TF4AaABAg,Walaupun udah mudik ttp hrs nonton TWK,0,7,2022-04-30T12:50:02Z
52,oV2Tg3CQ9gI,UgzoAslyKXumFFKV74J4AaABAg,Andai tes CPNS pertanyaanya kek gini mungkin gw udah lulus pas nyoba pertama kali wkwk,0,4,2022-04-30T12:31:09Z
53,oV2Tg3CQ9gI,UgyDpBbroV9tCJYxPVt4AaABAg,TWK adain lagi dong,0,1,2022-04-30T11:53:24Z
54,oV2Tg3CQ9gI,Ugwii6u-RyDbNh19Jsd4AaABAg,Seruuuu sekaliiii🤘,1,4,2022-04-30T11:44:24Z
55,oV2Tg3CQ9gI,UgyqQVxbF3xeOuvQ9PF4AaABAg,Fix PNS akan menjadi juara TWK!!,0,4,2022-04-30T11:37:05Z
56,oV2Tg3CQ9gI,UgxwyEfNY1rf0zOuPv94AaABAg,"<a href=""https://www.youtube.com/watch?v=oV2Tg3CQ9gI&amp;t=17m50s"">17:50</a> kakaknya bilang sumatera selatan. Tapi di peta sulawesi selatan 😂",2,6,2022-04-30T11:29:35Z
57,oV2Tg3CQ9gI,Ugw1PTAoRAihqIKODBJ4AaABAg,Komika Vs PNS asik keknya. Soalnya bakal di roasting lagi kalau menang,0,6,2022-04-30T11:28:03Z
58,oV2Tg3CQ9gI,UgwpcwVnKaP5Rr3Uv9t4AaABAg,jagoan w politikus muda,1,3,2022-04-30T11:14:45Z
